# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2232976748679888 0.01166379032663841 0 0
0.375 0.25 0.5 0.5725869045892635 0.04229540568646549 0 0
0.75 0.5 1 0.6180049232889159 0.01897311860664057 0 0
1.25 1 1.5 0.3497151860925452 0.01095809139634289 0 0
1.75 1.5 2 0.1749968418973461 0.007023393361979399 0 0
2.5 2 3 0.07627495734873171 0.003127930922773257 0 0
3.5 3 4 0.02470184858115992 0.001597438489101304 0 0
5 4 6 0.006773286639572058 0.000576408394939131 0 0
7 6 8 0.000528457758121691 0.0001027087760125732 0 0
54 8 100 1.709013367765755e-07 1.491915303042971e-07 0 0
