# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1954983078076807 0.01130009012614202 0 0
0.375 0.25 0.5 0.4969777618130031 0.01615528107806354 0 0
0.75 0.5 1 0.5809303679921344 0.01459550425505482 0 0
1.25 1 1.5 0.3580113694970082 0.009428974865294273 0 0
1.75 1.5 2 0.2169068588075848 0.009962907002632802 0 0
2.5 2 3 0.09496128727221394 0.003296389620261161 0 0
3.5 3 4 0.03296592883721668 0.001545571423152788 0 0
5 4 6 0.009008272310530387 0.0005017756094856129 0 0
7 6 8 0.000795459145997712 0.0001301044249977146 0 0
54 8 100 1.21471524288733e-07 7.106474164736991e-08 0 0
