# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1961673331257241 0.0113179784077816 0 0
0.375 0.25 0.5 0.4984711436895679 0.01620586159753176 0 0
0.75 0.5 1 0.5809229242826763 0.01459490206398446 0 0
1.25 1 1.5 0.3578213228717559 0.009407544123381992 0 0
1.75 1.5 2 0.2163700649645438 0.009959339628538644 0 0
2.5 2 3 0.09478018525352375 0.003295666693528759 0 0
3.5 3 4 0.03297611183269626 0.001545655516944482 0 0
5 4 6 0.009007001967247599 0.0005017750440977223 0 0
7 6 8 0.000795459145997712 0.0001301044249977146 0 0
54 8 100 1.21471524288733e-07 7.106474164736991e-08 0 0
