# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2388214852804346 0.01311126058906972 0 0
0.375 0.25 0.5 0.541065815006107 0.01806798603524868 0 0
0.75 0.5 1 0.5703265135544164 0.01395326346455215 0 0
1.25 1 1.5 0.3433040060617084 0.01086577005861698 0 0
1.75 1.5 2 0.1859448827894762 0.007776078087878327 0 0
2.5 2 3 0.0904777354042503 0.006886588347201192 0 0
3.5 3 4 0.03014066113968346 0.001560049003106867 0 0
5 4 6 0.007204684411350674 0.0004299410096769489 0 0
7 6 8 0.0006349233741974684 0.0001113898140110044 0 0
54 8 100 3.843618351084073e-08 2.25119816267458e-08 0 0
