# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.06656130381967393 0.008588467689334559 0 0
0.375 0.25 0.5 0.3954330050802932 0.01718095202064113 0 0
0.75 0.5 1 0.7481057096562862 0.01540429820180667 0 0
1.25 1 1.5 0.505289902518184 0.01387278134695232 0 0
1.75 1.5 2 0.2281214439333957 0.00839746906056048 0 0
2.5 2 3 0.09510357271905727 0.006901659845570943 0 0
3.5 3 4 0.02964293285158963 0.001546932235938965 0 0
5 4 6 0.007204684411350674 0.0004299410096769489 0 0
7 6 8 0.0006349233741974684 0.0001113898140110044 0 0
54 8 100 3.843618351084073e-08 2.25119816267458e-08 0 0
