# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.04858400328337077 0.005027325756815751 0 0
0.375 0.25 0.5 0.3329129500720843 0.01341064480889396 0 0
0.75 0.5 1 0.7233129159525213 0.01439147336514079 0 0
1.25 1 1.5 0.4983699549055188 0.01390060988140791 0 0
1.75 1.5 2 0.2562412511402892 0.008143887944848015 0 0
2.5 2 3 0.1035783774243976 0.003559516615139836 0 0
3.5 3 4 0.03688752118666496 0.002050911209602991 0 0
5 4 6 0.01014201900037762 0.0005703937470031814 0 0
7 6 8 0.0005669383315152092 6.555842155057139e-05 0 0
54 8 100 1.507025034327108e-07 1.427390037594632e-07 0 0
