# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.153849377486157 0.006274146616454615 0 0
0.375 0.25 0.5 0.3743107211700385 0.009143432682781345 0 0
0.75 0.5 1 0.4533471282740523 0.007563150133747316 0 0
1.25 1 1.5 0.3225452265459985 0.005793557208030621 0 0
1.75 1.5 2 0.2076982381031134 0.004334660320846223 0 0
2.5 2 3 0.1102056437754412 0.002297889597350598 0 0
3.5 3 4 0.06119012830473104 0.001781069815212622 0 0
5 4 6 0.03504908913765378 0.0008028587535231558 0 0
7 6 8 0.01886140865775537 0.0005826477652425281 0 0
54 8 100 0.0003264061966444035 1.043313102634895e-05 0 0
