# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.01174200581115955 0.002460428361444914 0 0
0.375 0.25 0.5 0.1045191307038767 0.005756264206757036 0 0
0.75 0.5 1 0.384948809724782 0.008208182336834629 0 0
1.25 1 1.5 0.4025465661932785 0.00733683131129946 0 0
1.75 1.5 2 0.2844396044385716 0.005900363838919212 0 0
2.5 2 3 0.159101997071156 0.003308317519068348 0 0
3.5 3 4 0.08641080072821067 0.002457200998285127 0 0
5 4 6 0.04227069392077373 0.0009535375257510527 0 0
7 6 8 0.02224393117019082 0.0007025166544171243 0 0
54 8 100 0.0006507407617507689 1.528726789943603e-05 0 0
