# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.142026566252034 0.006263872297278831 0 0
0.375 0.25 0.5 0.3781883641809989 0.01104972484246737 0 0
0.75 0.5 1 0.4283002172165207 0.007569042131028757 0 0
1.25 1 1.5 0.3081484431115672 0.006528892544856162 0 0
1.75 1.5 2 0.1994476954913365 0.005202504134313067 0 0
2.5 2 3 0.1048954958426874 0.002654169109762146 0 0
3.5 3 4 0.05580576465617635 0.001744717958533642 0 0
5 4 6 0.03264917404275611 0.0008379880701061077 0 0
7 6 8 0.0218967950130024 0.0007013835823956571 0 0
54 8 100 0.0006512379833450998 1.528819263645797e-05 0 0
