# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1544052709574132 0.006284173333378733 8.778293857656229e-05 0
0.375 0.25 0.5 0.3778277153458072 0.00916692966537486 8.778293857656229e-05 0
0.75 0.5 1 0.4555714516128213 0.007611810563276914 8.778293857656229e-05 0
1.25 1 1.5 0.3222174155104435 0.005792478231284889 8.778293857656229e-05 0
1.75 1.5 2 0.2067944497722272 0.004319729197020465 8.778293857656229e-05 0
2.5 2 3 0.1101965353943844 0.002299572068004233 8.778293857656229e-05 0
3.5 3 4 0.06114314718841726 0.00178056185599638 8.778293857656229e-05 0
5 4 6 0.03506431399163041 0.0008034615300069066 8.778293857656229e-05 0
7 6 8 0.01880028651745306 0.0005810423899316212 8.778293857656229e-05 0
54 8 100 0.000320265079429737 1.033454204515045e-05 8.778293857656229e-05 0
