# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1538832744107357 0.006274172059696384 0 0
0.375 0.25 0.5 0.3757599284469759 0.009151038487133311 0 0
0.75 0.5 1 0.4542457747862393 0.007571163709577445 0 0
1.25 1 1.5 0.3218637672555388 0.005785467824720961 0 0
1.75 1.5 2 0.2070793608286864 0.004328712999364335 0 0
2.5 2 3 0.1101356326118485 0.002297584762101486 0 0
3.5 3 4 0.06115937741230242 0.001780954863346441 0 0
5 4 6 0.03502742033864147 0.0008027392293614921 0 0
7 6 8 0.01884898034828639 0.0005826134634199214 0 0
54 8 100 0.0003263956015243424 1.043312615139486e-05 0 0
