# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.04117994631986759 0.003245534260079964 0 0
0.375 0.25 0.5 0.2904621250266753 0.008949112446294444 0 0
0.75 0.5 1 0.6402839970859129 0.008226751356054723 0 0
1.25 1 1.5 0.5105899982975475 0.006731224691659648 0 0
1.75 1.5 2 0.2785009492831676 0.004545871790837206 0 0
2.5 2 3 0.1253638338995981 0.002195483099167735 0 0
3.5 3 4 0.04453617898514185 0.001133057985454436 0 0
5 4 6 0.0135910948580751 0.0004468269501897336 0 0
7 6 8 0.0009100932261279528 7.686210719932287e-05 0 0
54 8 100 5.387813979043387e-09 2.64720361738725e-09 0 0
