# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1419903426966473 0.00626361356514032 0 0
0.375 0.25 0.5 0.3785959847813974 0.01105070039734683 0 0
0.75 0.5 1 0.4284045141505243 0.007569220650869415 0 0
1.25 1 1.5 0.3081651648060887 0.006529302207180353 0 0
1.75 1.5 2 0.1992470153336511 0.005201020320307244 0 0
2.5 2 3 0.1048803789558657 0.002654348722972011 0 0
3.5 3 4 0.05578871297140005 0.001744673561528569 0 0
5 4 6 0.03264014542505141 0.0008379737789408773 0 0
7 6 8 0.02189801137008474 0.0007013838962980645 0 0
54 8 100 0.0006511811854773803 1.528818024097795e-05 0 0
