# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.01125331971993569 0.001538170227813983 0 0
0.375 0.25 0.5 0.1253300747311329 0.006073798490375635 0 0
0.75 0.5 1 0.4169282802520006 0.007166125367493691 0 0
1.25 1 1.5 0.4485675689663101 0.007185468345888998 0 0
1.75 1.5 2 0.3030583747405311 0.005956922931307567 0 0
2.5 2 3 0.1577376096470846 0.002584242353982979 0 0
3.5 3 4 0.08027198393219491 0.001985246677865202 0 0
5 4 6 0.03734512947829571 0.0008244572232975501 0 0
7 6 8 0.01882584569594999 0.0005825643021741677 0 0
54 8 100 0.0003263956015243424 1.043312615139486e-05 0 0
