# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.02130762113944396 0.002009419878508592 0 0
0.375 0.25 0.5 0.1685461241364475 0.00637488170350573 0 0
0.75 0.5 1 0.4060328144806377 0.007181691824569113 0 0
1.25 1 1.5 0.4196475820809268 0.006982573667954193 0 0
1.75 1.5 2 0.3008186720062374 0.005779270907497606 0 0
2.5 2 3 0.1622519596659769 0.002701228149307673 0 0
3.5 3 4 0.08233463339114443 0.002033496277537752 0 0
5 4 6 0.03787477205589022 0.000829399227398589 0 0
7 6 8 0.01886221099856893 0.0005826487177368091 0 0
54 8 100 0.0003264061966444035 1.043313102634895e-05 0 0
