0.375	0.597657	0.0138052	0.6668433283816169	0.6347042676183834	1.125692878746774	1.0520572287563597
0.625	0.731682	0.0145978	0.7996923743270665	0.7640558796729335	1.100964435389466	1.0362321254115372
0.875	0.581667	0.0121752	0.6134883711076742	0.5840420528923258	1.0626361961927804	0.9961541838700386
1.125	0.449822	0.0103806	0.44115353926729256	0.41598808673270743	0.9883358534906295	0.9171770516140563
1.375	0.339122	0.00964387	0.31894468999361075	0.29822497600638936	0.9499880539969262	0.8699164818338373
1.75	0.219691	0.00507422	0.1977730887774775	0.18616033122252246	0.907057680767083	0.8405488210923465
2.5	0.104571	0.00242475	0.0934877198689197	0.08818304173108031	0.9010365977551522	0.8362592261348367
3.5	0.0421362	0.00166707	0.041213402391169496	0.035228588408830516	0.9866523021247622	0.8275120221379861
4.5	0.0197468	0.000876819	0.014806496961794669	0.013205408638205329	0.7606132956515761	0.6579408802148934
5.5	0.0070507	0.000488743	0.00636264031347198	0.0053568711465280215	0.9227727435134722	0.7394042686980816
6.5	0.00191896	0.000299918	0.0020820379511645305	0.0013990093488354697	1.1345406789950974	0.6794873882913496
7.5	0.000189337	0.0000504092	0.0003199784452349718	0.00014521093276502817	1.7941362058188428	0.6628023640327972
