0.375	0.491511	0.0113166	0.5347915510364302	0.50653342296357	1.0970087244215305	1.0216111518375972
0.625	0.563494	0.0123278	0.6004174375234416	0.5685964104765585	1.0735150566049478	1.001065769455312
0.875	0.486619	0.012674	0.5102726112147995	0.48424201478520046	1.0595935789012108	0.984129798114483
1.125	0.41223	0.0104267	0.43086526583136997	0.4018362161686301	1.0534972369883864	0.966495199272924
1.375	0.326442	0.00985882	0.3098789598524114	0.28827930814758856	0.9593074378367903	0.8730495137809546
1.75	0.214398	0.00493174	0.20055261677386674	0.1894405712261333	0.9428130425169368	0.8762020042652161
2.5	0.113218	0.00253205	0.10765645403704743	0.1017813019629526	0.958114110767684	0.8917485965756715
3.5	0.0428741	0.00167035	0.04168488189817872	0.03845957070182128	0.9870007654755835	0.8822968431039553
4.5	0.0198091	0.000878701	0.018637555869397374	0.016689912930602624	0.9547953770348414	0.8286005773497593
5.5	0.0070507	0.000488743	0.008242208474838161	0.006819473505161841	1.1932429822583253	0.9429537045954623
6.5	0.00191896	0.000299918	0.00220240228182943	0.0016543007781705703	1.2171725642114943	0.7926155814507394
7.5	0.000189337	0.0000504092	0.0003086101759054991	0.00014531031809450094	1.7352017101387216	0.6622192588213869
