# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.04450324119395316 0.004497792173646782 0 0
0.375 0.25 0.5 0.3297366671805504 0.01309687282139055 0 0
0.75 0.5 1 0.755185325873975 0.01675605766635682 0 0
1.25 1 1.5 0.4851246813402482 0.0108051977607835 0 0
1.75 1.5 2 0.2649880474194086 0.01070468784275772 0 0
2.5 2 3 0.09892498269296331 0.003335166736841966 0 0
3.5 3 4 0.03282296828631332 0.001543458082553528 0 0
5 4 6 0.009007001967247599 0.0005017750440977223 0 0
7 6 8 0.000795459145997712 0.0001301044249977146 0 0
54 8 100 1.21471524288733e-07 7.106474164736991e-08 0 0
