# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2229215161744694 0.01166238015521947 0 0
0.375 0.25 0.5 0.5699496800128143 0.04228098107939345 0 0
0.75 0.5 1 0.618113196427345 0.01897399504567122 0 0
1.25 1 1.5 0.349073334285772 0.01090745579221752 0 0
1.75 1.5 2 0.1767927266162644 0.007120922194488221 0 0
2.5 2 3 0.07636141180615581 0.00312819732867202 0 0
3.5 3 4 0.02473730085061292 0.001597515971394172 0 0
5 4 6 0.006773429672236002 0.0005764084031251939 0 0
7 6 8 0.000528457758121691 0.0001027087760125732 0 0
54 8 100 1.709013367765755e-07 1.491915303042971e-07 0 0
