# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2390156111828211 0.01144570438831737 0 0
0.375 0.25 0.5 0.3548401644755655 0.01432734768285815 0 0
0.75 0.5 1 0.2673780542226711 0.009407221766453941 0 0
1.25 1 1.5 0.136785847849322 0.005903028170524396 0 0
1.75 1.5 2 0.07559618871081289 0.004379953336470854 0 0
2.5 2 3 0.03410327132748263 0.001884449448279069 0 0
3.5 3 4 0.01403366810817929 0.00098738011001118 0 0
5 4 6 0.005925002225465717 0.0003533132511380247 0 0
7 6 8 0.0007765681529182522 0.0001299661710788887 0 0
54 8 100 3.202799558455742e-08 2.128440616366837e-08 0 0
