# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2491046225230398 0.01288830911861131 0 0
0.375 0.25 0.5 0.5746056142224747 0.01861584505527817 0 0
0.75 0.5 1 0.5644394569271733 0.01364399246334149 0 0
1.25 1 1.5 0.3256067180602558 0.01031683496366137 0 0
1.75 1.5 2 0.1817964132207571 0.007889292842122066 0 0
2.5 2 3 0.08272614890221672 0.006865637198715548 0 0
3.5 3 4 0.02765071055297463 0.001528636529783655 0 0
5 4 6 0.006989348125705408 0.0004380125138246884 0 0
7 6 8 0.0005922364297379429 0.0001110865606278619 0 0
9 8 10 1.405264342792017e-06 6.932576705567469e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
