# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2491141768960814 0.01288831007629054 0 0
0.375 0.25 0.5 0.5751277098026796 0.01861673450241183 0 0
0.75 0.5 1 0.5642700320868936 0.01364368413847977 0 0
1.25 1 1.5 0.3255605052859522 0.01031687673610568 0 0
1.75 1.5 2 0.181787110329917 0.007889291580786188 0 0
2.5 2 3 0.08271502102008293 0.006865626204818145 0 0
3.5 3 4 0.02764252322102036 0.001528627810601142 0 0
5 4 6 0.006988784614949482 0.0004380122744050415 0 0
7 6 8 0.0005922364297379429 0.0001110865606278619 0 0
9 8 10 1.405264342792017e-06 6.932576705567469e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
