# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1029544602034603 0.01143708060672228 0 0
0.375 0.25 0.5 0.4494566691755549 0.01772927826546015 0 0
0.75 0.5 1 0.7493186581526139 0.01529199234133887 0 0
1.25 1 1.5 0.4734918901605326 0.01317475715275056 0 0
1.75 1.5 2 0.2241500764156077 0.008559659413467709 0 0
2.5 2 3 0.08700270677686138 0.006879404423441987 0 0
3.5 3 4 0.02738288306335318 0.001523720810415238 0 0
5 4 6 0.006989348125705408 0.0004380125138246884 0 0
7 6 8 0.0005922364297379429 0.0001110865606278619 0 0
9 8 10 1.405264342792017e-06 6.932576705567469e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
