# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2448141786971881 0.0153297573119484 0 0
0.375 0.25 0.5 0.7109982292401491 0.02185766104980085 0 0
0.75 0.5 1 0.7175336800712919 0.01504789263261445 0 0
1.25 1 1.5 0.3643701891320636 0.01151247683540368 0 0
1.75 1.5 2 0.1800155752857669 0.007769039205377818 0 0
2.5 2 3 0.0791610641982087 0.006779760479171166 0 0
3.5 3 4 0.02690044139428451 0.001514747608465221 0 0
5 4 6 0.006986525489683711 0.0004380096217183074 0 0
7 6 8 0.0005922364297379429 0.0001110865606278619 0 0
9 8 10 1.405264342792017e-06 6.932576705567469e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
