# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2409884961824183 0.01155395384624315 5.412338159014356e-05 0
0.375 0.25 0.5 0.353121581333034 0.01431370680611087 5.412338159014356e-05 0
0.75 0.5 1 0.2648653844616407 0.00931346234584148 5.412338159014356e-05 0
1.25 1 1.5 0.1369679249524567 0.005896805181203815 5.412338159014356e-05 0
1.75 1.5 2 0.07433735666798411 0.004347148041331374 5.412338159014356e-05 0
2.5 2 3 0.03455701390834626 0.001909127070681358 5.412338159014356e-05 0
3.5 3 4 0.01404517835168693 0.001023757068637727 5.412338159014356e-05 0
5 4 6 0.005917268875298993 0.0003529981613111919 5.412338159014356e-05 0
7 6 8 0.0007812888398478111 0.0001303319186573161 5.412338159014356e-05 0
9 8 10 1.554259407688377e-06 9.858879749515748e-07 5.412338159014356e-05 0
12.5 10 15 0 0 5.412338159014356e-05 0
17.5 15 20 0 0 5.412338159014356e-05 0
22.5 20 25 0 0 5.412338159014356e-05 0
62.5 25 100 0 0 5.412338159014356e-05 0
5050 100 10000 0 0 5.412338159014356e-05 0
