# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2575712210008746 0.01389065879455671 0 0
0.375 0.25 0.5 0.3466840410037007 0.01489501987523919 0 0
0.75 0.5 1 0.269709579620042 0.01467867941696736 0 0
1.25 1 1.5 0.1274589130139203 0.00618173281731348 0 0
1.75 1.5 2 0.06751389190609532 0.004342074274286266 0 0
2.5 2 3 0.02714236191709864 0.002062812629083719 0 0
3.5 3 4 0.009308929412137528 0.000803472702436798 0 0
5 4 6 0.005024396537448571 0.0005628603168933787 0 0
7 6 8 0.000425868046284944 8.03737743556871e-05 0 0
54 8 100 1.284237501677001e-08 8.292777549636457e-09 0 0
