# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.0976168857449021 0.01961351894972395 0 0
0.375 0.25 0.5 0.4717673946199592 0.01877941458174901 0 0
0.75 0.5 1 0.8374782651217202 0.02828220860112702 0 0
1.25 1 1.5 0.4506010520508179 0.0118725454178309 0 0
1.75 1.5 2 0.2032149215910258 0.007191328585322745 0 0
2.5 2 3 0.07117855265730619 0.002972525121980029 0 0
3.5 3 4 0.021592234993156 0.001421123934825456 0 0
5 4 6 0.00628617833597492 0.0005736435596037054 0 0
7 6 8 0.0004247073172977399 8.206425511840025e-05 0 0
9 8 10 6.066449692350652e-07 3.870209008265113e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
