# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2442622629921543 0.01222654183084038 0 0
0.375 0.25 0.5 0.6210708325016546 0.04306043305226641 0 0
0.75 0.5 1 0.6119306104428377 0.01875512660700006 0 0
1.25 1 1.5 0.3303523843402603 0.01065904082912881 0 0
1.75 1.5 2 0.1668646332299262 0.007005035116365954 0 0
2.5 2 3 0.06855164122561461 0.002949119940212449 0 0
3.5 3 4 0.02158953858726137 0.001421009121039762 0 0
5 4 6 0.006286247536945446 0.0005736435637777245 0 0
7 6 8 0.0004247073172977399 8.206425511840025e-05 0 0
9 8 10 6.066449692350652e-07 3.870209008265113e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
