# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2440170272043382 0.01222529609552134 0 0
0.375 0.25 0.5 0.6197217459238531 0.04304874431735985 0 0
0.75 0.5 1 0.6123968033338912 0.01876173565059215 0 0
1.25 1 1.5 0.3300472014570771 0.01064800787909025 0 0
1.75 1.5 2 0.1673914880579058 0.007022175335241286 0 0
2.5 2 3 0.06858308864008759 0.00294932769727817 0 0
3.5 3 4 0.02161287774820894 0.001421100587837779 0 0
5 4 6 0.00628617833597492 0.0005736435596037054 0 0
7 6 8 0.0004247073172977399 8.206425511840025e-05 0 0
9 8 10 6.066449692350652e-07 3.870209008265113e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
