# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2566267657960978 0.0137998098945106 3.524176047922896e-05 0
0.375 0.25 0.5 0.3503079733728061 0.01500629812501763 3.524176047922896e-05 0
0.75 0.5 1 0.2666700567714486 0.01447578697248776 3.524176047922896e-05 0
1.25 1 1.5 0.1273177485789767 0.006267865669771764 3.524176047922896e-05 0
1.75 1.5 2 0.0682974631878836 0.004410555358411761 3.524176047922896e-05 0
2.5 2 3 0.02793223152014861 0.002139764343770355 3.524176047922896e-05 0
3.5 3 4 0.008688208354929634 0.0007527512386869793 3.524176047922896e-05 0
5 4 6 0.005146135689846605 0.0005727133903872153 3.524176047922896e-05 0
7 6 8 0.0004454541532600544 8.286736083324582e-05 3.524176047922896e-05 0
9 8 10 6.066449692350652e-07 3.870209008265113e-07 3.524176047922896e-05 0
12.5 10 15 0 0 3.524176047922896e-05 0
17.5 15 20 0 0 3.524176047922896e-05 0
22.5 20 25 0 0 3.524176047922896e-05 0
62.5 25 100 0 0 3.524176047922896e-05 0
5050 100 10000 0 0 3.524176047922896e-05 0
