# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2437835553916244 0.01222485088559712 0 0
0.375 0.25 0.5 0.61808420579609 0.04304511244231961 0 0
0.75 0.5 1 0.6124745088968474 0.01875694111131612 0 0
1.25 1 1.5 0.3296158542743655 0.01060619352626977 0 0
1.75 1.5 2 0.1685978129530127 0.007103461392453526 0 0
2.5 2 3 0.06861620042564499 0.002949380473240018 0 0
3.5 3 4 0.02162082148187019 0.001421104512061172 0 0
5 4 6 0.006286356250087284 0.000573643568930371 0 0
7 6 8 0.0004247073172977399 8.206425511840025e-05 0 0
9 8 10 6.066449692350652e-07 3.870209008265113e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
