# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1867965915373333 0.008410067814741495 5.968826544605365e-05 0
0.375 0.25 0.5 0.489254450423718 0.01708590158493543 5.968826544605365e-05 0
0.75 0.5 1 0.5638743038404345 0.01350851503697341 5.968826544605365e-05 0
1.25 1 1.5 0.3689278795052796 0.01178585256245335 5.968826544605365e-05 0
1.75 1.5 2 0.2092630336009813 0.007474835138038509 5.968826544605365e-05 0
2.5 2 3 0.09943806066300007 0.00346425201338374 5.968826544605365e-05 0
3.5 3 4 0.03757770737680265 0.002082796925931437 5.968826544605365e-05 0
5 4 6 0.009794567537969503 0.0005484190743053486 5.968826544605365e-05 0
7 6 8 0.0006124531793167767 9.866032108020182e-05 5.968826544605365e-05 0
9 8 10 7.361292324149154e-06 6.598124751873739e-06 5.968826544605365e-05 0
12.5 10 15 0 0 5.968826544605365e-05 0
17.5 15 20 0 0 5.968826544605365e-05 0
22.5 20 25 0 0 5.968826544605365e-05 0
62.5 25 100 0 0 5.968826544605365e-05 0
5050 100 10000 0 0 5.968826544605365e-05 0
