# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2002399400678558 0.00874246058393165 0 0
0.375 0.25 0.5 0.497385061910222 0.01697367815268619 0 0
0.75 0.5 1 0.5645717790299617 0.01356405864352105 0 0
1.25 1 1.5 0.3637297896471617 0.01173282597780036 0 0
1.75 1.5 2 0.202581698703018 0.007379674629160305 0 0
2.5 2 3 0.09559461256308258 0.003408038457838384 0 0
3.5 3 4 0.03612372140300458 0.001995570037068693 0 0
5 4 6 0.00960296276290953 0.0005474289309579844 0 0
7 6 8 0.0006071093947411119 9.86323326214243e-05 0 0
9 8 10 7.361292324149154e-06 6.598124751873739e-06 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
