# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1588265479720692 0.008484839961295574 0 0
0.375 0.25 0.5 0.6713846865924359 0.02239284759164837 0 0
0.75 0.5 1 0.7117250356763523 0.01520103297279904 0 0
1.25 1 1.5 0.3747257449890218 0.01005225716315784 0 0
1.75 1.5 2 0.1976340243750269 0.00740670882586482 0 0
2.5 2 3 0.08849154447734842 0.003296107165456438 0 0
3.5 3 4 0.03553953445666587 0.001992287607468918 0 0
5 4 6 0.009600420334346613 0.0005474281055534419 0 0
7 6 8 0.0006071093947411119 9.86323326214243e-05 0 0
9 8 10 7.361292324149154e-06 6.598124751873739e-06 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
