# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.2255585843079577 0.009053414847299969 5.968826544605365e-05 0
0.375 0.25 0.5 0.3317320861961604 0.01258090419117255 5.968826544605365e-05 0
0.75 0.5 1 0.2599032634595424 0.008776629539757653 5.968826544605365e-05 0
1.25 1 1.5 0.1389982193584941 0.006174879731168977 5.968826544605365e-05 0
1.75 1.5 2 0.07822959541581102 0.004175556485537963 5.968826544605365e-05 0
2.5 2 3 0.03595485457803383 0.00201782898333638 5.968826544605365e-05 0
3.5 3 4 0.01592488366884149 0.001426865963330275 5.968826544605365e-05 0
5 4 6 0.006824099008205515 0.0004830197329333814 5.968826544605365e-05 0
7 6 8 0.0006077022783110231 9.86295413577682e-05 5.968826544605365e-05 0
9 8 10 7.361292324149154e-06 6.598124751873739e-06 5.968826544605365e-05 0
12.5 10 15 0 0 5.968826544605365e-05 0
17.5 15 20 0 0 5.968826544605365e-05 0
22.5 20 25 0 0 5.968826544605365e-05 0
62.5 25 100 0 0 5.968826544605365e-05 0
5050 100 10000 0 0 5.968826544605365e-05 0
