# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.01148048814374459 0.002458369728380713 0 0
0.375 0.25 0.5 0.1045156349709877 0.00577235948052298 0 0
0.75 0.5 1 0.386324643897374 0.008249783053836068 0 0
1.25 1 1.5 0.4034010953836801 0.007327724448368698 0 0
1.75 1.5 2 0.2843397902841322 0.005916207401593781 0 0
2.5 2 3 0.1591742291972026 0.003294596911033643 0 0
3.5 3 4 0.08597679451619961 0.002335413801279582 0 0
5 4 6 0.04189085726249644 0.0009373704823599135 0 0
7 6 8 0.02233243566141144 0.0007046438063410656 0 0
9 8 10 0.01364014559390018 0.0004712270338755156 0 0
12.5 10 15 0.005959496447081386 0.0002024415122144815 0 0
17.5 15 20 0.0005463006225195524 4.496269000484008e-05 0 0
22.5 20 25 2.285202339753443e-07 1.279286741076749e-07 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
