# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1420684453355241 0.00627192286603029 0 0
0.375 0.25 0.5 0.3797218469616894 0.01107707994198307 0 0
0.75 0.5 1 0.4282912585283675 0.007569876657367434 0 0
1.25 1 1.5 0.3097266419085687 0.006569174484818769 0 0
1.75 1.5 2 0.1992573499166738 0.00519897600053605 0 0
2.5 2 3 0.1049571701404974 0.002637824764974899 0 0
3.5 3 4 0.05597456396518377 0.001778335265306938 0 0
5 4 6 0.03266943916506769 0.000840061286136088 0 0
7 6 8 0.02196824178961291 0.0007032501795470979 0 0
9 8 10 0.01365902004735777 0.0004712876522663387 0 0
12.5 10 15 0.005959763923701495 0.0002024420714233053 0 0
17.5 15 20 0.0005463006225195524 4.496269000484008e-05 0 0
22.5 20 25 2.285202339753443e-07 1.279286741076749e-07 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
