# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.03959827927430914 0.003088078472990279 0 0
0.375 0.25 0.5 0.2881240057539544 0.008936683159329469 0 0
0.75 0.5 1 0.6426153848260334 0.00825611885184761 0 0
1.25 1 1.5 0.5099786923410033 0.006713508756417982 0 0
1.75 1.5 2 0.2789145780138456 0.004600355533682125 0 0
2.5 2 3 0.12509913831359 0.002182799736124181 0 0
3.5 3 4 0.04470704442861224 0.001137293045530836 0 0
5 4 6 0.01359382199225116 0.0004454632957201635 0 0
7 6 8 0.0009511815684401738 8.905965384662782e-05 0 0
9 8 10 3.520406506147139e-07 1.673717265822164e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
