# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1422408918494085 0.006272453797858889 2.144717794129491e-05 0
0.375 0.25 0.5 0.3806869927784161 0.01108386816991886 2.144717794129491e-05 0
0.75 0.5 1 0.4284710444746837 0.007570171507800764 2.144717794129491e-05 0
1.25 1 1.5 0.3098509821287267 0.006574845546731607 2.144717794129491e-05 0
1.75 1.5 2 0.1993195112392187 0.005201536797686535 2.144717794129491e-05 0
2.5 2 3 0.1046540563229292 0.002632331190326744 2.144717794129491e-05 0
3.5 3 4 0.0559055729397492 0.001778120478055175 2.144717794129491e-05 0
5 4 6 0.03262916335808373 0.0008390966867873005 2.144717794129491e-05 0
7 6 8 0.02196765804126903 0.0007032476180181952 2.144717794129491e-05 0
9 8 10 0.01365768696235146 0.0004712871032597068 2.144717794129491e-05 0
12.5 10 15 0.005957553583003277 0.0002024404219714895 2.144717794129491e-05 0
17.5 15 20 0.0005463006225195524 4.496269000484008e-05 2.144717794129491e-05 0
22.5 20 25 2.285202339753443e-07 1.279286741076749e-07 2.144717794129491e-05 0
62.5 25 100 0 0 2.144717794129491e-05 0
5050 100 10000 0 0 2.144717794129491e-05 0
