# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1542655339162015 0.006296244678909295 0 0
0.375 0.25 0.5 0.3775866185777386 0.009162699231011122 0 0
0.75 0.5 1 0.4553570355613223 0.007596160377998938 0 0
1.25 1 1.5 0.3196056374986171 0.005724387010047367 0 0
1.75 1.5 2 0.2081670663427027 0.004375232868337699 0 0
2.5 2 3 0.1101933180094474 0.002301688096292239 0 0
3.5 3 4 0.06064749142207219 0.00177352370097707 0 0
5 4 6 0.03506276195993493 0.0008036571901960102 0 0
7 6 8 0.01898201323922486 0.0005837007047977804 0 0
9 8 10 0.01031366293509792 0.0004192288122375534 0 0
12.5 10 15 0.001894002005444361 9.783736680208101e-05 0 0
17.5 15 20 6.589449368206995e-06 2.203393074471716e-06 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
