# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1419465450488574 0.006271355236087683 0 0
0.375 0.25 0.5 0.3786268773943668 0.01107075004830877 0 0
0.75 0.5 1 0.4277687426474445 0.007569703908353033 0 0
1.25 1 1.5 0.3100018458452143 0.006570063709092957 0 0
1.75 1.5 2 0.1995212636281009 0.005198201121305777 0 0
2.5 2 3 0.1051577784306806 0.00263942860571421 0 0
3.5 3 4 0.05599531732894993 0.001778317399147077 0 0
5 4 6 0.03267634823503967 0.0008400893956812544 0 0
7 6 8 0.0219762391365506 0.0007032006389508751 0 0
9 8 10 0.01366927801675887 0.0004712973086599682 0 0
12.5 10 15 0.005964609154371804 0.000202502048335551 0 0
17.5 15 20 0.0005463006225195524 4.496269000484008e-05 0 0
22.5 20 25 2.285202339753443e-07 1.279286741076749e-07 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
