# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.08559201361123532 0.005367609298816263 0 0
0.375 0.25 0.5 0.3976636973003494 0.01313836106056709 0 0
0.75 0.5 1 0.487313077914397 0.008278236221243003 0 0
1.25 1 1.5 0.3397899210397501 0.006595894398487847 0 0
1.75 1.5 2 0.2037936280885639 0.004996948303013621 0 0
2.5 2 3 0.1156525818960144 0.002632046441181417 0 0
3.5 3 4 0.06916282871195657 0.002110481441550194 0 0
5 4 6 0.03766330090144201 0.0009065070706433872 0 0
7 6 8 0.02170786380733687 0.0006983882236545226 0 0
9 8 10 0.01355771177602535 0.0004708464607985632 0 0
12.5 10 15 0.005954354743774098 0.0002024182282601817 0 0
17.5 15 20 0.0005463006225195524 4.496269000484008e-05 0 0
22.5 20 25 2.285202339753443e-07 1.279286741076749e-07 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
