# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.179036709952498 0.006660390963985084 0 0
0.375 0.25 0.5 0.4506477165984819 0.009526187486282254 0 0
0.75 0.5 1 0.5295853929738762 0.007205424954731534 0 0
1.25 1 1.5 0.3733703357225273 0.005966992483412362 0 0
1.75 1.5 2 0.2267870348346095 0.004182875962310391 0 0
2.5 2 3 0.1201084033631393 0.002149171333999457 0 0
3.5 3 4 0.04482352139446372 0.001137682812624036 0 0
5 4 6 0.01359306569550096 0.0004454629605015247 0 0
7 6 8 0.0009511815684401738 8.905965384662782e-05 0 0
9 8 10 3.520406506147139e-07 1.673717265822164e-07 0 0
12.5 10 15 0 0 0 0
17.5 15 20 0 0 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
