# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.1420898762419318 0.006272164232964002 0 0
0.375 0.25 0.5 0.3793030920758361 0.01107610362420145 0 0
0.75 0.5 1 0.4282476150093078 0.007569860985874818 0 0
1.25 1 1.5 0.3097777672365589 0.006569186541150513 0 0
1.75 1.5 2 0.1992713060141522 0.005198996950370365 0 0
2.5 2 3 0.1049944669220957 0.002637980478757077 0 0
3.5 3 4 0.0560034091621146 0.00177839078579042 0 0
5 4 6 0.03267937292549935 0.0008400772678389136 0 0
7 6 8 0.02196705354269937 0.0007032498699500861 0 0
9 8 10 0.01366089883104876 0.0004712882542192868 0 0
12.5 10 15 0.005960008217443407 0.0002024421590846759 0 0
17.5 15 20 0.0005463006225195524 4.496269000484008e-05 0 0
22.5 20 25 2.285202339753443e-07 1.279286741076749e-07 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
