# x_center x_low x_high value error n_jet n_event
0.125 0 0.25 0.08073457886994714 0.00425118769465373 0 0
0.375 0.25 0.5 0.3891205707910166 0.009416244606926203 0 0
0.75 0.5 1 0.5199324375829437 0.007604729287423336 0 0
1.25 1 1.5 0.3724954554501118 0.006670351978359148 0 0
1.75 1.5 2 0.2230460504358704 0.005523248403627335 0 0
2.5 2 3 0.1181504962484405 0.002193891889693707 0 0
3.5 3 4 0.0676991324288246 0.001752066249827797 0 0
5 4 6 0.03493722668356681 0.000804252475993519 0 0
7 6 8 0.01887424960272456 0.0005834791096998353 0 0
9 8 10 0.01031144768096389 0.0004192267060057743 0 0
12.5 10 15 0.001894002005444361 9.783736680208101e-05 0 0
17.5 15 20 6.589449368206995e-06 2.203393074471716e-06 0 0
22.5 20 25 0 0 0 0
62.5 25 100 0 0 0 0
5050 100 10000 0 0 0 0
